Repository,Stars,Forks,Open Issues,Total Issues,Last Updated,Primary Language,Contributors
c3dr1cn/Roll-Up,0,1,0,3,2023-03-17,JavaScript,1
doutv/aptos-keyless-circuit,0,0,0,0,2024-08-15,Circom,3
paaras2004/polygon-zkEVM,0,0,0,0,2024-10-01,Solidity,2
LJonn/zkOrbs,0,0,0,0,2022-07-05,JavaScript,1
TheArchitect2000/ZKPTraining,0,0,0,0,2024-01-23,Makefile,1
KrishnaCD93/contractcanvas,0,0,0,1,2023-05-10,Assembly,1
a-rust/divisibility-circuits,0,0,0,0,2024-01-12,,1
Utkarsh-Pandey-GitHub/METACRAFTERS-POLY-Module3,0,0,0,0,2023-08-14,Solidity,2
KyrylR/iden3-voting,0,0,0,1,2024-06-02,Vue,1
ziden-dev/circuits,0,0,0,0,2024-10-17,Circom,2
0glabs/0g-zk-settlement-server,0,0,0,1,2024-10-12,Circom,1
Mameta29/circom_beginner,0,0,0,0,2024-05-08,JavaScript,1
grandchildrice/zk-snarks-circom-example,0,0,0,0,2023-03-31,TypeScript,1
AJTECH0001/zkverify,0,0,0,0,2024-08-29,WebAssembly,2
vivianjeng/unirep-snarkit,0,0,0,0,2021-07-23,,1
abraj/learn-solidity-10,0,0,0,0,2024-09-30,Circom,1
calnix/circom-notes,0,0,0,0,2023-11-21,Circom,1
jaswin-bct/polygon-proof-mod3,0,0,0,0,2023-09-26,Solidity,1
Yousif-Alnajjar/onchain-voting,0,0,0,0,2023-04-12,Solidity,1
Sarkoxed/zk-circuit-verification,0,0,0,0,2024-04-19,Assembly,1
ziden-dev/zidenjs,0,0,1,5,2024-10-17,JavaScript,4
jaswin-bct/zardkat,0,0,0,0,2023-09-01,Solidity,1
Holyboy9/zkVerify_proof,0,0,0,0,2024-09-14,JavaScript,1
stevelegacycode/zk,0,0,0,0,2023-02-10,Solidity,1
ZeroKPunk/snarkjs-test,0,0,0,0,2024-04-28,JavaScript,1
alegrimaldi20/zk-rollup-example,0,0,0,0,2022-10-10,TypeScript,1
lzmrd/ETHRome2023,0,1,0,1,2023-10-08,C++,27
NaeuralEdgeProtocol/BlockOne,0,0,0,0,2024-04-16,JavaScript,2
yizhuomiao/cs251,0,0,0,0,2022-03-14,JavaScript,1
a1ex-kaufmann/craftimweb-vcnft-monorepo,0,0,0,0,2024-10-26,TypeScript,2
Richa-iitr/rareskills-zk-puzzles,0,0,0,0,2024-03-02,JavaScript,1
DaRK-52/CryptoAlg,0,0,0,0,2023-12-22,Python,1
anon2425/U2SSO,0,1,1,1,2024-09-04,C++,1
paris-geo-hackers/ParisCircuits,0,0,0,0,2024-04-30,JavaScript,2
nvnx7/tsunami-monorepo,0,0,0,0,2023-11-21,TypeScript,1
c0np4nn4/simple_zk_spa,0,0,0,0,2024-08-22,JavaScript,2
vivianjeng/anon-aadhaar-circuits,0,0,1,1,2024-03-14,Circom,1
semaraugusto/mobilenet-nova,0,0,0,0,2023-11-14,Jupyter Notebook,1
socathie/custom-dark-forest,0,0,3,3,2024-03-04,JavaScript,1
timfaner/decision-market,0,0,0,0,2024-11-02,Solidity,2
pavvann/zk_circom,0,0,0,0,2024-01-04,Assembly,1
kyzooghost/zk-circuit-tutorial,0,0,0,0,2024-09-17,JavaScript,1
vocdoni/paillier-sandbox,0,0,0,0,2024-10-24,Circom,2
ret2basic/RareSkills-Circom-Bootcamp,0,1,0,0,2024-07-02,Solidity,1
jdhyun09/zkrollup-tx,0,1,0,0,2024-07-17,JavaScript,1
SerxaS/nova-scotia-practice,0,0,0,1,2024-10-15,Rust,1
tadmonyayafranklin/circom_circuit,0,0,0,0,2024-08-11,Circom,1
yongenportkey/example-circuit,0,1,0,7,2024-05-28,Circom,2
leon0x01/zk_puzzle_solve,0,0,0,0,2024-02-14,JavaScript,1
Notebook-Labs/CashApp-Zephyr,0,0,0,0,2024-02-09,Circom,1
shrimalmadhur/zkmit,0,1,0,0,2023-03-21,Go,1
DhruvPareek/proof_of_twitter_rebuild,0,0,0,0,2024-07-29,Circom,1
leonardovona/beacon-relay,0,0,0,0,2023-09-16,Circom,1
OpenZeppelin/zk-circuit-education-module,0,0,0,0,2024-10-25,JavaScript,1
zkzoomer/congestion-control,0,0,0,0,2023-05-14,Circom,1
BigWhaleLabs/seal-hub-verifier-template,0,0,0,8,2023-08-30,Circom,4
TuDo1403/zk-bridge-v2,0,0,0,0,2023-04-28,Circom,1
Ratimon/raiton-protocol-core,0,0,0,0,2023-11-13,Solidity,1
kyoungbinkim/circom-example,0,0,0,0,2023-03-22,Circom,1
ilvcs/zk-basic-circom-circutes,0,0,0,0,2024-06-07,JavaScript,1
pierpaolodm/Benchmark-Circom-Circuits,0,0,0,0,2023-10-13,Python,1
jbrit/sanicert,0,0,0,0,2024-09-07,TypeScript,1
luckychacha/zk-learning,0,0,0,0,2023-08-09,Rust,1
Arshpreet07/MTApolyfinal,0,0,0,0,2023-07-31,TypeScript,1
veljkovranic/shortcircuit,0,0,2,3,2023-12-11,Circom,1
HSG88/verifiable-threshold-encryption,0,1,0,0,2022-04-24,TypeScript,1
yushihang/circomExamples,0,0,0,0,2024-10-09,Assembly,1
vedant-asati/circom-ex,0,0,0,0,2024-07-26,Assembly,1
akinovak/rln-circuits,0,0,0,0,2021-10-01,Shell,1
dple/circom-examples,0,0,0,0,2024-02-23,Assembly,1
CleanPegasus/zero-knowledge-puzzles,0,0,0,0,2024-07-26,JavaScript,1
shivangi470/poseidon.circom,0,0,0,0,2024-07-17,Circom,1
zeroqn/zku,0,0,0,0,2022-03-14,Solidity,1
Alok-Raturi/Poly-proof-module-3,0,2,0,0,2023-07-20,Solidity,1
0xisk/exploring-circom,0,0,0,0,2023-12-22,Circom,1
mhgharieb/zk-Evote-HTLP,0,0,0,0,2024-02-06,Solidity,1
druiz0992/za,0,0,0,0,2023-12-13,Dart,3
jasonthehung/zk-recs,0,0,0,0,2024-03-14,TypeScript,1
marcobesier/zero-knowledge-puzzles,0,0,0,0,2024-09-26,JavaScript,11
mshuaic/zk-multi-token-swap,0,0,0,0,2024-03-28,Solidity,1
zankard/zk-solana-tutorial,0,0,0,0,2024-10-11,Rust,1
Giusgarus/zkSNArK-Protocols-Implementation,0,0,0,0,2024-04-16,Solidity,1
CGuthmann/heimdall-circuits,0,0,0,0,2023-07-14,Circom,1
joaopedrocyrino/brazilian-storm-sportingbet-contracts,0,0,0,0,2022-06-14,Solidity,1
CleanPegasus/zk-wordle,0,0,0,0,2024-10-02,C++,1
NOOMA-42/Simple-Tornado-Cash-Payment,0,0,0,2,2023-03-06,JavaScript,2
palm11695/on-chain-prompt-pay,0,0,0,8,2023-11-05,TypeScript,3
sushmitsarmah/ethindia2022,0,0,0,0,2022-12-04,JavaScript,1
MaiCVCR/Circom_challenges,0,0,0,2,2024-08-15,Circom,1
thogiti/CIrcom-Circuits-R1CS-Blog-Post,0,0,0,0,2023-08-19,Circom,1
WhisperProtocol/Cryptographic_Primitives,0,0,0,10,2024-09-03,Circom,1
Sutirtho9/Metacrafters_Polygon_module3,0,0,0,0,2023-08-06,Solidity,1
Raman1710/PolygonModule3,0,0,0,0,2024-05-22,TypeScript,1
SaulBuilds/ZK-Png-,0,0,0,0,2024-02-10,TypeScript,2
shivangi470/mimc5,0,0,0,0,2024-09-11,JavaScript,1
Dheerajk1/Poly_proof_advanced_3,0,0,0,0,2024-09-30,Solidity,1
hanzeG/snarkjs_bench,0,0,0,0,2024-10-16,JavaScript,2
Sacred-Protocol/sacred-contracts-eth,0,0,0,16,2022-01-03,JavaScript,3
OutDID-io/circom-bug-poc,0,0,0,0,2023-05-09,Circom,1
gaozhengxin/learn-circom,0,0,0,0,2022-12-15,Solidity,1
coeo/build-libsemaphore,0,0,0,0,2020-09-10,JavaScript,1
Prabhat1308/Rareskills-zkpuzzles_sol,0,0,0,0,2023-12-26,JavaScript,6
Argudo/RDCore,0,0,0,0,2024-10-28,JavaScript,1
eznj/sacred-contracts,0,0,0,0,2021-05-09,,1
Sacred-Protocol/sacred-anonymity-mining-v0,0,0,0,0,2022-02-14,JavaScript,1
spacemandev-git/dfdao-arena,0,0,1,1,2023-05-23,TypeScript,1
dfdao/arena,0,1,6,53,2023-07-05,TypeScript,3
lovetrading10/zk-NFT,0,0,0,0,2021-11-12,Solidity,1
CleanPegasus/recursive-proof-test,0,0,0,0,2024-08-20,C++,1
Sacred-Protocol/sacred-deploy,0,1,0,5,2022-08-03,C++,2
banr1/zkp-trial,0,0,0,0,2023-09-08,Circom,1
projectsophon/starter-kit,0,0,0,0,2021-04-21,Solidity,2
ciccillo99/date-verifier,0,0,0,0,2024-10-01,Circom,1
coxmars/circom-learning,0,0,0,0,2024-09-02,Assembly,1
MoonMathLover/fisher-yates,0,1,0,2,2023-11-03,Solidity,1
0xKarl98/MTree,0,0,0,0,2022-06-14,C++,1
Argudo/zkpGenerator,0,0,0,0,2023-10-24,C++,1
0xShiiro/ZK-learnings,0,0,0,0,2024-09-23,JavaScript,1
Notebook-Labs/Venmo-Zephyr,0,0,0,0,2023-11-27,Circom,1
ryanycw/hello-zk-boilerplate,0,0,0,0,2023-08-18,JavaScript,1
aptos-labs/keyless-zk-proofs,0,1,1,3,2024-11-04,Rust,1
cipherzeroprotocol/Cipher-Zero-Backend,0,0,0,0,2024-11-03,JavaScript,1
0xturboblitz/circom-embassy,0,0,0,0,2023-09-27,Circom,1
Oraisan/Oraisan-Circuit-Demo,0,0,0,0,2023-08-29,Circom,3
Hardik81/POLY_avax,0,0,0,0,2024-08-22,Solidity,1
kilyig/zkBattleship,0,0,0,0,2022-09-02,Assembly,1
logos-co/nomos-pocs,0,0,3,42,2024-09-11,Python,5
PallaviSingh262215036/Zk_circuit,0,0,0,0,2024-07-30,Solidity,2
Subhasish-Behera/primality-folding,0,0,0,0,2024-08-31,Circom,1
semaraugusto/SolidityProjects,0,0,0,0,2022-01-05,JavaScript,1
WhisperProtocol/Circuits,0,0,0,10,2024-09-06,Circom,1
elawbek/zku,0,0,0,0,2023-01-27,TypeScript,1
andreiparjolfac/dynamic-hash-tree,0,0,0,0,2024-07-03,JavaScript,1
NathaliaBarreiros/PSE-program-week1,0,0,0,0,2024-08-05,JavaScript,1
MatteoMer/zk-battleships,0,0,0,0,2023-06-15,Circom,1
AntoineCyr/proof_of_solvency,0,0,0,0,2024-07-28,Assembly,1
kitai-hazure/scaling-eth-24,0,2,0,8,2024-06-08,TypeScript,2
Se7en-Seas/circom-mangoes,0,0,0,0,2024-04-29,Circom,1
diwu1989/poof-v2,0,5,0,0,2021-12-27,,2
thomaslavaur/Verifiable-Multi-Agent-Multi-Task-Assignment-Anemoi-Hash-Function,0,0,0,3,2024-04-26,Rust,1
GaetanoMondelli/ETH-GLOBAL-LONDON,0,0,0,0,2024-03-15,C++,1
GausPeerzade/zKcircomCircuit,0,0,0,0,2023-06-05,Solidity,1
mixbytes/circom-farm,0,1,0,0,2023-11-01,Circom,1
SeismicSystems/biomes-treasure-hunt,0,0,0,0,2024-04-25,Circom,1
Amarnath-Rao/Animatica,0,0,0,0,2024-10-07,Solidity,1
kenlina/PSE_Group2_Project,0,1,0,0,2024-09-23,Solidity,2
imfeng/nft-arjaverse-rollup,0,0,0,0,2022-12-12,Solidity,2
wangzonm/rollup-privacy,0,0,0,0,2022-07-18,JavaScript,2
yagnadeepxo/eth_mixer,0,0,0,0,2023-07-15,JavaScript,1
krkzts/ZKU,0,0,0,0,2022-03-26,Assembly,1
Space-zee/bunny-battle-contract,0,0,0,4,2024-10-14,TypeScript,2
zksig/zk-contracts,0,0,0,2,2023-03-20,Solidity,1
Akito-04/Circom-Gates,0,0,0,0,2024-08-27,TypeScript,1
ashleshsortee/zeto-backend,0,2,0,0,2024-09-12,JavaScript,2
CGuthmann/Infrachain_ZeroKnowledge,0,0,0,0,2022-11-29,Vue,4
Adauga/CircomCryptoAda,0,0,0,0,2022-09-26,,1
2281469043/zkKYC_and_zkCBPR,0,0,0,0,2024-10-15,Solidity,1
pierpaolodm/Privacy-PreservingProofs4EditedPhotos,0,0,0,0,2024-09-17,Circom,1
LesterEvSe/Cryptography-Signature-algorithms,0,0,0,0,2024-09-03,Circom,1
burcu-yildiz/benchmarking-poseidon-and-hydra,0,0,0,0,2024-08-26,JavaScript,1
PepperSieve/nope,0,0,0,0,2024-09-15,Circom,1
vasemkin/zk-vote,0,0,0,0,2024-07-22,TypeScript,1
Saksham010/Shadow,0,0,0,0,2024-07-10,Circom,1
DragutinDjokovic/zkpkoshawacash,0,0,0,0,2023-12-27,Circom,1
Caruso33/zero_knowledge_zk,0,0,0,0,2024-09-01,JavaScript,1
kamalbuilds/aMaci-variable-voice-credit-solution,0,0,0,0,2024-07-30,Circom,1
dorahacksglobal/a-maci-evm,0,1,0,0,2024-10-05,Circom,1
niltonheck/super-duper-enigma,0,0,0,0,2023-05-04,Circom,2
vpatsenko/zk-ballot,0,0,0,0,2023-11-10,Solidity,1
Gautambnsl/zkelect-dev,0,0,0,0,2024-09-14,TypeScript,2
doitian/circom-circuits,0,0,0,0,2024-03-20,Python,1
anvats/zkElect,0,0,0,0,2024-09-22,TypeScript,2
taijusanagi/2024-eth-singapore,0,2,1,3,2024-10-01,TypeScript,5
krisoshea-eth/CipherVote,0,0,1,4,2024-10-10,TypeScript,1
whbjzzwjxq/ZKSolid-bmk-telepathy,0,0,0,0,2023-08-29,TypeScript,1
spioc999/federated-learning-module-snark-js,0,0,0,0,2024-10-29,JavaScript,1
vaishnavarora/Polygon-3,0,0,0,0,2023-08-19,TypeScript,1
rizwantillu/polygin-module-3,0,0,0,0,2024-08-31,Solidity,1
amankr1469/circom-practice,0,0,0,0,2023-12-14,Circom,1
g-kabra/tornado-attestation,0,0,0,0,2024-07-27,Solidity,1
wishzx/blockchain-course,0,0,0,0,2022-06-11,JavaScript,1
StudyJudy/UG_Courses_Year3-1,0,1,0,0,2024-07-24,Jupyter Notebook,1
peppersec/zkMultisig,0,1,0,0,2022-05-02,JavaScript,1
Infini9te/Live-network-connected-ZK-SNARK-Project,0,0,0,0,2023-07-20,Solidity,1
dulumao/morphose-core,0,1,0,0,2021-10-31,,1
vedant-asati/circom-basic-rps-game,0,0,0,0,2024-04-06,Assembly,1
doutv/zk-sudoku,0,1,0,0,2023-12-19,Solidity,3
kinrokinro/juicer,0,2,0,0,2022-06-14,,1
dacarva/zk-email-tutorial,0,0,0,0,2024-02-14,Circom,1
puneet166/KYC-with-ZK-Snarks,0,0,0,0,2024-08-09,JavaScript,1
faderer/heimdall,0,0,0,0,2024-07-06,Circom,1
Mohitsai/SecureAdmit,0,0,0,0,2024-05-11,Python,1
WasinYokk/OTC,0,0,0,0,2023-08-18,Circom,1
motxx/zkrollup-example,0,0,0,0,2021-06-11,JavaScript,1
danielorihuela/tor-zkp,0,0,0,0,2021-08-03,TeX,1
Lukman-01/RareSkills-Puzzles,0,0,0,0,2024-08-24,Solidity,1
mk1018/rollup,0,0,0,0,2022-06-28,Assembly,1
SoraSuegami/zkrollup_tutorial,0,0,0,0,2024-04-26,JavaScript,1
